team_id,team1_wins,team2_wins,team1_avgscore,team2_avgscore,team1_avgseed,team2_avgseed,pred
N_745_829,0,9,0,75.8889,0,6,0
N_745_835,0,2,0,86.5000,0,12,0
N_745_839,0,9,0,71.8889,0,3,0
N_745_840,0,6,0,79.5000,0,6,0
N_745_843,0,9,0,75.0000,0,7,0
N_745_849,0,14,0,69.0714,0,5,0
N_745_853,0,10,0,78.5000,0,7,0
N_765_766,0,2,0,82.0000,0,14,0
N_765_786,0,18,0,73.3333,0,4,0
N_765_789,0,9,0,70.6667,0,7,0
N_765_790,0,8,0,74.8750,0,4,0
N_765_793,0,19,0,75.6316,0,5,0
N_765_794,0,4,0,68.2500,0,8,0
N_765_810,0,24,0,74.2917,0,4,0
N_765_818,0,5,0,77.4000,0,6,0
N_765_821,0,15,0,70.6667,0,6,0
N_765_822,0,1,0,77.0000,0,13,0
N_765_825,0,1,0,79.0000,0,12,0
N_765_829,0,9,0,75.8889,0,6,0
N_765_835,0,2,0,86.5000,0,12,0
N_765_839,0,9,0,71.8889,0,3,0
N_765_840,0,6,0,79.5000,0,6,0
N_765_843,0,9,0,75.0000,0,7,0
N_765_849,0,14,0,69.0714,0,5,0
N_765_853,0,10,0,78.5000,0,7,0
N_766_786,2,18,82.0000,73.3333,14,4,0
N_766_789,2,9,82.0000,70.6667,14,7,0
N_766_790,2,8,82.0000,74.8750,14,4,0
N_766_793,2,19,82.0000,75.6316,14,5,0
N_766_794,2,4,82.0000,68.2500,14,8,0
N_766_810,2,24,82.0000,74.2917,14,4,0
N_766_818,2,5,82.0000,77.4000,14,6,0
N_766_821,2,15,82.0000,70.6667,14,6,0
N_766_822,2,1,82.0000,77.0000,14,13,0
N_766_825,2,1,82.0000,79.0000,14,12,0
N_766_829,2,9,82.0000,75.8889,14,6,0
N_766_835,2,2,82.0000,86.5000,14,12,0
N_766_839,2,9,82.0000,71.8889,14,3,0
N_766_840,2,6,82.0000,79.5000,14,6,0
N_766_843,2,9,82.0000,75.0000,14,7,0
N_766_849,2,14,82.0000,69.0714,14,5,0
N_766_853,2,10,82.0000,78.5000,14,7,0
N_786_789,18,9,73.3333,70.6667,4,7,0
N_786_790,18,8,73.3333,74.8750,4,4,0
N_786_793,18,19,73.3333,75.6316,4,5,0
N_786_794,18,4,73.3333,68.2500,4,8,0
N_786_810,18,24,73.3333,74.2917,4,4,0
N_786_818,18,5,73.3333,77.4000,4,6,0
N_786_821,18,15,73.3333,70.6667,4,6,0
N_786_822,18,1,73.3333,77.0000,4,13,0
N_786_825,18,1,73.3333,79.0000,4,12,0
N_786_829,18,9,73.3333,75.8889,4,6,0
N_786_835,18,2,73.3333,86.5000,4,12,0
N_786_839,18,9,73.3333,71.8889,4,3,0
N_786_840,18,6,73.3333,79.5000,4,6,0
N_786_843,18,9,73.3333,75.0000,4,7,0
N_786_849,18,14,73.3333,69.0714,4,5,0
N_786_853,18,10,73.3333,78.5000,4,7,0
N_789_790,9,8,70.6667,74.8750,7,4,0
N_789_793,9,19,70.6667,75.6316,7,5,0
N_789_794,9,4,70.6667,68.2500,7,8,0
N_789_810,9,24,70.6667,74.2917,7,4,0
N_789_818,9,5,70.6667,77.4000,7,6,0
N_789_821,9,15,70.6667,70.6667,7,6,0
N_789_822,9,1,70.6667,77.0000,7,13,0
N_789_825,9,1,70.6667,79.0000,7,12,0
N_789_829,9,9,70.6667,75.8889,7,6,0
N_789_835,9,2,70.6667,86.5000,7,12,0
N_789_839,9,9,70.6667,71.8889,7,3,0
N_789_840,9,6,70.6667,79.5000,7,6,0
N_789_843,9,9,70.6667,75.0000,7,7,0
N_789_849,9,14,70.6667,69.0714,7,5,0
N_789_853,9,10,70.6667,78.5000,7,7,0
N_790_793,8,19,74.8750,75.6316,4,5,0
N_790_794,8,4,74.8750,68.2500,4,8,0
N_790_810,8,24,74.8750,74.2917,4,4,0
N_790_818,8,5,74.8750,77.4000,4,6,0
N_790_821,8,15,74.8750,70.6667,4,6,0
N_790_822,8,1,74.8750,77.0000,4,13,0
N_790_825,8,1,74.8750,79.0000,4,12,0
N_790_829,8,9,74.8750,75.8889,4,6,0
N_790_835,8,2,74.8750,86.5000,4,12,0
N_790_839,8,9,74.8750,71.8889,4,3,0
N_790_840,8,6,74.8750,79.5000,4,6,0
N_790_843,8,9,74.8750,75.0000,4,7,0
N_790_849,8,14,74.8750,69.0714,4,5,0
N_790_853,8,10,74.8750,78.5000,4,7,0
N_793_794,19,4,75.6316,68.2500,5,8,0
N_793_810,19,24,75.6316,74.2917,5,4,0
N_793_818,19,5,75.6316,77.4000,5,6,0
N_793_821,19,15,75.6316,70.6667,5,6,0
N_793_822,19,1,75.6316,77.0000,5,13,0
N_793_825,19,1,75.6316,79.0000,5,12,0
N_793_829,19,9,75.6316,75.8889,5,6,0
N_793_835,19,2,75.6316,86.5000,5,12,0
N_793_839,19,9,75.6316,71.8889,5,3,0
N_793_840,19,6,75.6316,79.5000,5,6,0
N_793_843,19,9,75.6316,75.0000,5,7,0
N_793_849,19,14,75.6316,69.0714,5,5,0
N_793_853,19,10,75.6316,78.5000,5,7,0
N_794_810,4,24,68.2500,74.2917,8,4,0
N_794_818,4,5,68.2500,77.4000,8,6,0
N_794_821,4,15,68.2500,70.6667,8,6,0
N_794_822,4,1,68.2500,77.0000,8,13,0
N_794_825,4,1,68.2500,79.0000,8,12,0
N_794_829,4,9,68.2500,75.8889,8,6,0
N_794_835,4,2,68.2500,86.5000,8,12,0
N_794_839,4,9,68.2500,71.8889,8,3,0
N_794_840,4,6,68.2500,79.5000,8,6,0
N_794_843,4,9,68.2500,75.0000,8,7,0
N_794_849,4,14,68.2500,69.0714,8,5,0
N_794_853,4,10,68.2500,78.5000,8,7,0
N_810_818,24,5,74.2917,77.4000,4,6,0
N_810_821,24,15,74.2917,70.6667,4,6,0
N_810_822,24,1,74.2917,77.0000,4,13,0
N_810_825,24,1,74.2917,79.0000,4,12,0
N_810_829,24,9,74.2917,75.8889,4,6,0
N_810_835,24,2,74.2917,86.5000,4,12,0
N_810_839,24,9,74.2917,71.8889,4,3,0
N_810_840,24,6,74.2917,79.5000,4,6,0
N_810_843,24,9,74.2917,75.0000,4,7,0
N_810_849,24,14,74.2917,69.0714,4,5,0
N_810_853,24,10,74.2917,78.5000,4,7,0
N_818_821,5,15,77.4000,70.6667,6,6,0
N_818_822,5,1,77.4000,77.0000,6,13,0
N_818_825,5,1,77.4000,79.0000,6,12,0
N_818_829,5,9,77.4000,75.8889,6,6,0
N_818_835,5,2,77.4000,86.5000,6,12,0
N_818_839,5,9,77.4000,71.8889,6,3,0
N_818_840,5,6,77.4000,79.5000,6,6,0
N_818_843,5,9,77.4000,75.0000,6,7,0
N_818_849,5,14,77.4000,69.0714,6,5,0
N_818_853,5,10,77.4000,78.5000,6,7,0
N_821_822,15,1,70.6667,77.0000,6,13,0
N_821_825,15,1,70.6667,79.0000,6,12,0
N_821_829,15,9,70.6667,75.8889,6,6,0
N_821_835,15,2,70.6667,86.5000,6,12,0
N_821_839,15,9,70.6667,71.8889,6,3,0
N_821_840,15,6,70.6667,79.5000,6,6,0
N_821_843,15,9,70.6667,75.0000,6,7,0
N_821_849,15,14,70.6667,69.0714,6,5,0
N_821_853,15,10,70.6667,78.5000,6,7,0
N_822_825,1,1,77.0000,79.0000,13,12,0
N_822_829,1,9,77.0000,75.8889,13,6,0
N_822_835,1,2,77.0000,86.5000,13,12,0
N_822_839,1,9,77.0000,71.8889,13,3,0
N_822_840,1,6,77.0000,79.5000,13,6,0
N_822_843,1,9,77.0000,75.0000,13,7,0
N_822_849,1,14,77.0000,69.0714,13,5,0
N_822_853,1,10,77.0000,78.5000,13,7,0
N_825_829,1,9,79.0000,75.8889,12,6,0
N_825_835,1,2,79.0000,86.5000,12,12,0
N_825_839,1,9,79.0000,71.8889,12,3,0
N_825_840,1,6,79.0000,79.5000,12,6,0
N_825_843,1,9,79.0000,75.0000,12,7,0
N_825_849,1,14,79.0000,69.0714,12,5,0
N_825_853,1,10,79.0000,78.5000,12,7,0
N_829_835,9,2,75.8889,86.5000,6,12,0
N_829_839,9,9,75.8889,71.8889,6,3,0
N_829_840,9,6,75.8889,79.5000,6,6,0
N_829_843,9,9,75.8889,75.0000,6,7,0
N_829_849,9,14,75.8889,69.0714,6,5,0
N_829_853,9,10,75.8889,78.5000,6,7,0
N_835_839,2,9,86.5000,71.8889,12,3,0
N_835_840,2,6,86.5000,79.5000,12,6,0
N_835_843,2,9,86.5000,75.0000,12,7,0
N_835_849,2,14,86.5000,69.0714,12,5,0
N_835_853,2,10,86.5000,78.5000,12,7,0
N_839_840,9,6,71.8889,79.5000,3,6,0
N_839_843,9,9,71.8889,75.0000,3,7,0
N_839_849,9,14,71.8889,69.0714,3,5,0
N_839_853,9,10,71.8889,78.5000,3,7,0
N_840_843,6,9,79.5000,75.0000,6,7,0
N_840_849,6,14,79.5000,69.0714,6,5,0
N_840_853,6,10,79.5000,78.5000,6,7,0
N_843_849,9,14,75.0000,69.0714,7,5,0
N_843_853,9,10,75.0000,78.5000,7,7,0
N_849_853,14,10,69.0714,78.5000,5,7,0
O_514_521,0,0,0,0,0,11,0
O_514_535,0,6,0,67.5000,0,10,0
O_514_536,0,0,0,0,0,10,0
O_514_539,0,4,0,72.0000,0,7,0
O_514_551,0,2,0,66.5000,0,6,0
O_514_561,0,0,0,0,0,14,0
O_514_577,0,32,0,80.2500,0,2,0
O_514_586,0,0,0,0,0,14,0
O_514_592,0,22,0,77.5909,0,3,0
O_514_595,0,1,0,96.0000,0,8,0
O_514_603,0,12,0,74.7500,0,5,0
O_514_606,0,8,0,76.6250,0,5,0
O_514_607,0,14,0,79.5000,0,6,0
O_514_617,0,0,0,0,0,0,0
O_514_636,0,33,0,82.6667,0,2,0
O_514_637,0,1,0,80.0000,0,10,0
O_514_640,0,34,0,81.3824,0,3,0
O_514_644,0,0,0,0,0,16,0
O_514_651,0,17,0,79.0000,0,5,0
O_514_660,0,7,0,76.1429,0,5,0
O_514_662,0,20,0,80.5000,0,4,0
O_514_671,0,31,0,72.6129,0,4,0
O_514_673,0,4,0,81.0000,0,6,0
O_514_676,0,8,0,82.8750,0,7,0
O_514_680,0,1,0,87.0000,0,14,0
O_514_683,0,0,0,0,0,15,0
O_514_687,0,0,0,0,0,12,0
O_514_701,0,4,0,67.0000,0,7,0
O_514_702,0,0,0,0,0,13,0
O_514_711,0,0,0,0,0,15,0
O_514_714,0,0,0,0,0,11,0
O_514_717,0,5,0,74.2000,0,6,0
O_514_718,0,1,0,79.0000,0,16,0
O_514_719,0,0,0,0,0,13,0
O_514_720,0,12,0,76.8333,0,3,0
O_514_722,0,13,0,72.7692,0,6,0
O_514_723,0,0,0,0,0,12,0
O_514_731,0,13,0,72.8462,0,3,0
O_514_738,0,14,0,74.5714,0,6,0
O_514_743,0,1,0,62.0000,0,12,0
O_514_745,0,0,0,0,0,15,0
O_514_751,0,0,0,0,0,15,0
O_514_754,0,0,0,0,0,12,0
O_514_757,0,0,0,0,0,14,0
O_514_766,0,3,0,79.3333,0,12,0
O_514_781,0,0,0,0,0,11,0
O_514_786,0,20,0,72.8500,0,4,0
O_514_789,0,9,0,70.6667,0,8,0
O_514_790,0,8,0,74.8750,0,5,0
O_514_793,0,20,0,75.6500,0,5,0
O_514_794,0,5,0,70.4000,0,8,0
O_514_817,0,3,0,70.6667,0,9,0
O_514_822,0,1,0,77.0000,0,12,0
O_514_824,0,0,0,0,0,12,0
O_514_827,0,4,0,75.2500,0,6,0
O_514_828,0,1,0,60.0000,0,14,0
O_514_829,0,13,0,77.4615,0,5,0
O_514_839,0,9,0,71.8889,0,3,0
O_514_840,0,7,0,78.2857,0,6,0
O_514_843,0,9,0,75.0000,0,7,0
O_514_848,0,1,0,74.0000,0,14,0
O_514_849,0,15,0,68.5333,0,6,0
O_514_850,0,0,0,0,0,0,0
O_514_853,0,12,0,76.8333,0,7,0
O_521_535,0,6,0,67.5000,11,10,0
O_521_536,0,0,0,0,11,10,0
O_521_539,0,4,0,72.0000,11,7,0
O_521_551,0,2,0,66.5000,11,6,0
O_521_561,0,0,0,0,11,14,0
O_521_577,0,32,0,80.2500,11,2,0
O_521_586,0,0,0,0,11,14,0
O_521_592,0,22,0,77.5909,11,3,0
O_521_595,0,1,0,96.0000,11,8,0
O_521_603,0,12,0,74.7500,11,5,0
O_521_606,0,8,0,76.6250,11,5,0
O_521_607,0,14,0,79.5000,11,6,0
O_521_617,0,0,0,0,11,0,0
O_521_636,0,33,0,82.6667,11,2,0
O_521_637,0,1,0,80.0000,11,10,0
O_521_640,0,34,0,81.3824,11,3,0
O_521_644,0,0,0,0,11,16,0
O_521_651,0,17,0,79.0000,11,5,0
O_521_660,0,7,0,76.1429,11,5,0
O_521_662,0,20,0,80.5000,11,4,0
O_521_671,0,31,0,72.6129,11,4,0
O_521_673,0,4,0,81.0000,11,6,0
O_521_676,0,8,0,82.8750,11,7,0
O_521_680,0,1,0,87.0000,11,14,0
O_521_683,0,0,0,0,11,15,0
O_521_687,0,0,0,0,11,12,0
O_521_701,0,4,0,67.0000,11,7,0
O_521_702,0,0,0,0,11,13,0
O_521_711,0,0,0,0,11,15,0
O_521_714,0,0,0,0,11,11,0
O_521_717,0,5,0,74.2000,11,6,0
O_521_718,0,1,0,79.0000,11,16,0
O_521_719,0,0,0,0,11,13,0
O_521_720,0,12,0,76.8333,11,3,0
O_521_722,0,13,0,72.7692,11,6,0
O_521_723,0,0,0,0,11,12,0
O_521_731,0,13,0,72.8462,11,3,0
O_521_738,0,14,0,74.5714,11,6,0
O_521_743,0,1,0,62.0000,11,12,0
O_521_745,0,0,0,0,11,15,0
O_521_751,0,0,0,0,11,15,0
O_521_754,0,0,0,0,11,12,0
O_521_757,0,0,0,0,11,14,0
O_521_766,0,3,0,79.3333,11,12,0
O_521_781,0,0,0,0,11,11,0
O_521_786,0,20,0,72.8500,11,4,0
O_521_789,0,9,0,70.6667,11,8,0
O_521_790,0,8,0,74.8750,11,5,0
O_521_793,0,20,0,75.6500,11,5,0
O_521_794,0,5,0,70.4000,11,8,0
O_521_817,0,3,0,70.6667,11,9,0
O_521_822,0,1,0,77.0000,11,12,0
O_521_824,0,0,0,0,11,12,0
O_521_827,0,4,0,75.2500,11,6,0
O_521_828,0,1,0,60.0000,11,14,0
O_521_829,0,13,0,77.4615,11,5,0
O_521_839,0,9,0,71.8889,11,3,0
O_521_840,0,7,0,78.2857,11,6,0
O_521_843,0,9,0,75.0000,11,7,0
O_521_848,0,1,0,74.0000,11,14,0
O_521_849,0,15,0,68.5333,11,6,0
O_521_850,0,0,0,0,11,0,0
O_521_853,0,12,0,76.8333,11,7,0
O_535_536,6,0,67.5000,0,10,10,0
O_535_539,6,4,67.5000,72.0000,10,7,0
O_535_551,6,2,67.5000,66.5000,10,6,0
O_535_561,6,0,67.5000,0,10,14,0
O_535_577,6,32,67.5000,80.2500,10,2,0
O_535_586,6,0,67.5000,0,10,14,0
O_535_592,6,22,67.5000,77.5909,10,3,0
O_535_595,6,1,67.5000,96.0000,10,8,0
O_535_603,6,12,67.5000,74.7500,10,5,0
O_535_606,6,8,67.5000,76.6250,10,5,0
O_535_607,6,14,67.5000,79.5000,10,6,0
O_535_617,6,0,67.5000,0,10,0,0
O_535_636,6,33,67.5000,82.6667,10,2,0
O_535_637,6,1,67.5000,80.0000,10,10,0
O_535_640,6,34,67.5000,81.3824,10,3,0
O_535_644,6,0,67.5000,0,10,16,0
O_535_651,6,17,67.5000,79.0000,10,5,0
O_535_660,6,7,67.5000,76.1429,10,5,0
O_535_662,6,20,67.5000,80.5000,10,4,0
O_535_671,6,31,67.5000,72.6129,10,4,0
O_535_673,6,4,67.5000,81.0000,10,6,0
O_535_676,6,8,67.5000,82.8750,10,7,0
O_535_680,6,1,67.5000,87.0000,10,14,0
O_535_683,6,0,67.5000,0,10,15,0
O_535_687,6,0,67.5000,0,10,12,0
O_535_701,6,4,67.5000,67.0000,10,7,0
O_535_702,6,0,67.5000,0,10,13,0
O_535_711,6,0,67.5000,0,10,15,0
O_535_714,6,0,67.5000,0,10,11,0
O_535_717,6,5,67.5000,74.2000,10,6,0
O_535_718,6,1,67.5000,79.0000,10,16,0
O_535_719,6,0,67.5000,0,10,13,0
O_535_720,6,12,67.5000,76.8333,10,3,0
O_535_722,6,13,67.5000,72.7692,10,6,0
O_535_723,6,0,67.5000,0,10,12,0
O_535_731,6,13,67.5000,72.8462,10,3,0
O_535_738,6,14,67.5000,74.5714,10,6,0
O_535_743,6,1,67.5000,62.0000,10,12,0
O_535_745,6,0,67.5000,0,10,15,0
O_535_751,6,0,67.5000,0,10,15,0
O_535_754,6,0,67.5000,0,10,12,0
O_535_757,6,0,67.5000,0,10,14,0
O_535_766,6,3,67.5000,79.3333,10,12,0
O_535_781,6,0,67.5000,0,10,11,0
O_535_786,6,20,67.5000,72.8500,10,4,0
O_535_789,6,9,67.5000,70.6667,10,8,0
O_535_790,6,8,67.5000,74.8750,10,5,0
O_535_793,6,20,67.5000,75.6500,10,5,0
O_535_794,6,5,67.5000,70.4000,10,8,0
O_535_817,6,3,67.5000,70.6667,10,9,0
O_535_822,6,1,67.5000,77.0000,10,12,0
O_535_824,6,0,67.5000,0,10,12,0
O_535_827,6,4,67.5000,75.2500,10,6,0
O_535_828,6,1,67.5000,60.0000,10,14,0
O_535_829,6,13,67.5000,77.4615,10,5,0
O_535_839,6,9,67.5000,71.8889,10,3,0
O_535_840,6,7,67.5000,78.2857,10,6,0
O_535_843,6,9,67.5000,75.0000,10,7,0
O_535_848,6,1,67.5000,74.0000,10,14,0
O_535_849,6,15,67.5000,68.5333,10,6,0
O_535_850,6,0,67.5000,0,10,0,0
O_535_853,6,12,67.5000,76.8333,10,7,0
O_536_539,0,4,0,72.0000,10,7,0
O_536_551,0,2,0,66.5000,10,6,0
O_536_561,0,0,0,0,10,14,0
O_536_577,0,32,0,80.2500,10,2,0
O_536_586,0,0,0,0,10,14,0
O_536_592,0,22,0,77.5909,10,3,0
O_536_595,0,1,0,96.0000,10,8,0
O_536_603,0,12,0,74.7500,10,5,0
O_536_606,0,8,0,76.6250,10,5,0
O_536_607,0,14,0,79.5000,10,6,0
O_536_617,0,0,0,0,10,0,0
O_536_636,0,33,0,82.6667,10,2,0
O_536_637,0,1,0,80.0000,10,10,0
O_536_640,0,34,0,81.3824,10,3,0
O_536_644,0,0,0,0,10,16,0
O_536_651,0,17,0,79.0000,10,5,0
O_536_660,0,7,0,76.1429,10,5,0
O_536_662,0,20,0,80.5000,10,4,0
O_536_671,0,31,0,72.6129,10,4,0
O_536_673,0,4,0,81.0000,10,6,0
O_536_676,0,8,0,82.8750,10,7,0
O_536_680,0,1,0,87.0000,10,14,0
O_536_683,0,0,0,0,10,15,0
O_536_687,0,0,0,0,10,12,0
O_536_701,0,4,0,67.0000,10,7,0
O_536_702,0,0,0,0,10,13,0
O_536_711,0,0,0,0,10,15,0
O_536_714,0,0,0,0,10,11,0
O_536_717,0,5,0,74.2000,10,6,0
O_536_718,0,1,0,79.0000,10,16,0
O_536_719,0,0,0,0,10,13,0
O_536_720,0,12,0,76.8333,10,3,0
O_536_722,0,13,0,72.7692,10,6,0
O_536_723,0,0,0,0,10,12,0
O_536_731,0,13,0,72.8462,10,3,0
O_536_738,0,14,0,74.5714,10,6,0
O_536_743,0,1,0,62.0000,10,12,0
O_536_745,0,0,0,0,10,15,0
O_536_751,0,0,0,0,10,15,0
O_536_754,0,0,0,0,10,12,0
O_536_757,0,0,0,0,10,14,0
O_536_766,0,3,0,79.3333,10,12,0
O_536_781,0,0,0,0,10,11,0
O_536_786,0,20,0,72.8500,10,4,0
O_536_789,0,9,0,70.6667,10,8,0
O_536_790,0,8,0,74.8750,10,5,0
O_536_793,0,20,0,75.6500,10,5,0
O_536_794,0,5,0,70.4000,10,8,0
O_536_817,0,3,0,70.6667,10,9,0
O_536_822,0,1,0,77.0000,10,12,0
O_536_824,0,0,0,0,10,12,0
O_536_827,0,4,0,75.2500,10,6,0
O_536_828,0,1,0,60.0000,10,14,0
O_536_829,0,13,0,77.4615,10,5,0
O_536_839,0,9,0,71.8889,10,3,0
O_536_840,0,7,0,78.2857,10,6,0
O_536_843,0,9,0,75.0000,10,7,0
O_536_848,0,1,0,74.0000,10,14,0
O_536_849,0,15,0,68.5333,10,6,0
O_536_850,0,0,0,0,10,0,0
O_536_853,0,12,0,76.8333,10,7,0
O_539_551,4,2,72.0000,66.5000,7,6,0
O_539_561,4,0,72.0000,0,7,14,0
O_539_577,4,32,72.0000,80.2500,7,2,0
O_539_586,4,0,72.0000,0,7,14,0
O_539_592,4,22,72.0000,77.5909,7,3,0
O_539_595,4,1,72.0000,96.0000,7,8,0
O_539_603,4,12,72.0000,74.7500,7,5,0
O_539_606,4,8,72.0000,76.6250,7,5,0
O_539_607,4,14,72.0000,79.5000,7,6,0
O_539_617,4,0,72.0000,0,7,0,0
O_539_636,4,33,72.0000,82.6667,7,2,0
O_539_637,4,1,72.0000,80.0000,7,10,0
O_539_640,4,34,72.0000,81.3824,7,3,0
O_539_644,4,0,72.0000,0,7,16,0
O_539_651,4,17,72.0000,79.0000,7,5,0
O_539_660,4,7,72.0000,76.1429,7,5,0
O_539_662,4,20,72.0000,80.5000,7,4,0
O_539_671,4,31,72.0000,72.6129,7,4,0
O_539_673,4,4,72.0000,81.0000,7,6,0
O_539_676,4,8,72.0000,82.8750,7,7,0
O_539_680,4,1,72.0000,87.0000,7,14,0
O_539_683,4,0,72.0000,0,7,15,0
O_539_687,4,0,72.0000,0,7,12,0
O_539_701,4,4,72.0000,67.0000,7,7,0
O_539_702,4,0,72.0000,0,7,13,0
O_539_711,4,0,72.0000,0,7,15,0
O_539_714,4,0,72.0000,0,7,11,0
O_539_717,4,5,72.0000,74.2000,7,6,0
O_539_718,4,1,72.0000,79.0000,7,16,0
O_539_719,4,0,72.0000,0,7,13,0
O_539_720,4,12,72.0000,76.8333,7,3,0
O_539_722,4,13,72.0000,72.7692,7,6,0
O_539_723,4,0,72.0000,0,7,12,0
O_539_731,4,13,72.0000,72.8462,7,3,0
O_539_738,4,14,72.0000,74.5714,7,6,0
O_539_743,4,1,72.0000,62.0000,7,12,0
O_539_745,4,0,72.0000,0,7,15,0
O_539_751,4,0,72.0000,0,7,15,0
O_539_754,4,0,72.0000,0,7,12,0
O_539_757,4,0,72.0000,0,7,14,0
O_539_766,4,3,72.0000,79.3333,7,12,0
O_539_781,4,0,72.0000,0,7,11,0
O_539_786,4,20,72.0000,72.8500,7,4,0
O_539_789,4,9,72.0000,70.6667,7,8,0
O_539_790,4,8,72.0000,74.8750,7,5,0
O_539_793,4,20,72.0000,75.6500,7,5,0
O_539_794,4,5,72.0000,70.4000,7,8,0
O_539_817,4,3,72.0000,70.6667,7,9,0
O_539_822,4,1,72.0000,77.0000,7,12,0
O_539_824,4,0,72.0000,0,7,12,0
O_539_827,4,4,72.0000,75.2500,7,6,0
O_539_828,4,1,72.0000,60.0000,7,14,0
O_539_829,4,13,72.0000,77.4615,7,5,0
O_539_839,4,9,72.0000,71.8889,7,3,0
O_539_840,4,7,72.0000,78.2857,7,6,0
O_539_843,4,9,72.0000,75.0000,7,7,0
O_539_848,4,1,72.0000,74.0000,7,14,0
O_539_849,4,15,72.0000,68.5333,7,6,0
O_539_850,4,0,72.0000,0,7,0,0
O_539_853,4,12,72.0000,76.8333,7,7,0
O_551_561,2,0,66.5000,0,6,14,0
O_551_577,2,32,66.5000,80.2500,6,2,0
O_551_586,2,0,66.5000,0,6,14,0
O_551_592,2,22,66.5000,77.5909,6,3,0
O_551_595,2,1,66.5000,96.0000,6,8,0
O_551_603,2,12,66.5000,74.7500,6,5,0
O_551_606,2,8,66.5000,76.6250,6,5,0
O_551_607,2,14,66.5000,79.5000,6,6,0
O_551_617,2,0,66.5000,0,6,0,0
O_551_636,2,33,66.5000,82.6667,6,2,0
O_551_637,2,1,66.5000,80.0000,6,10,0
O_551_640,2,34,66.5000,81.3824,6,3,0
O_551_644,2,0,66.5000,0,6,16,0
O_551_651,2,17,66.5000,79.0000,6,5,0
O_551_660,2,7,66.5000,76.1429,6,5,0
O_551_662,2,20,66.5000,80.5000,6,4,0
O_551_671,2,31,66.5000,72.6129,6,4,0
O_551_673,2,4,66.5000,81.0000,6,6,0
O_551_676,2,8,66.5000,82.8750,6,7,0
O_551_680,2,1,66.5000,87.0000,6,14,0
O_551_683,2,0,66.5000,0,6,15,0
O_551_687,2,0,66.5000,0,6,12,0
O_551_701,2,4,66.5000,67.0000,6,7,0
O_551_702,2,0,66.5000,0,6,13,0
O_551_711,2,0,66.5000,0,6,15,0
O_551_714,2,0,66.5000,0,6,11,0
O_551_717,2,5,66.5000,74.2000,6,6,0
O_551_718,2,1,66.5000,79.0000,6,16,0
O_551_719,2,0,66.5000,0,6,13,0
O_551_720,2,12,66.5000,76.8333,6,3,0
O_551_722,2,13,66.5000,72.7692,6,6,0
O_551_723,2,0,66.5000,0,6,12,0
O_551_731,2,13,66.5000,72.8462,6,3,0
O_551_738,2,14,66.5000,74.5714,6,6,0
O_551_743,2,1,66.5000,62.0000,6,12,0
O_551_745,2,0,66.5000,0,6,15,0
O_551_751,2,0,66.5000,0,6,15,0
O_551_754,2,0,66.5000,0,6,12,0
O_551_757,2,0,66.5000,0,6,14,0
O_551_766,2,3,66.5000,79.3333,6,12,0
O_551_781,2,0,66.5000,0,6,11,0
O_551_786,2,20,66.5000,72.8500,6,4,0
O_551_789,2,9,66.5000,70.6667,6,8,0
O_551_790,2,8,66.5000,74.8750,6,5,0
O_551_793,2,20,66.5000,75.6500,6,5,0
O_551_794,2,5,66.5000,70.4000,6,8,0
O_551_817,2,3,66.5000,70.6667,6,9,0
O_551_822,2,1,66.5000,77.0000,6,12,0
O_551_824,2,0,66.5000,0,6,12,0
O_551_827,2,4,66.5000,75.2500,6,6,0
O_551_828,2,1,66.5000,60.0000,6,14,0
O_551_829,2,13,66.5000,77.4615,6,5,0
O_551_839,2,9,66.5000,71.8889,6,3,0
O_551_840,2,7,66.5000,78.2857,6,6,0
O_551_843,2,9,66.5000,75.0000,6,7,0
O_551_848,2,1,66.5000,74.0000,6,14,0
O_551_849,2,15,66.5000,68.5333,6,6,0
O_551_850,2,0,66.5000,0,6,0,0
O_551_853,2,12,66.5000,76.8333,6,7,0
O_561_577,0,32,0,80.2500,14,2,0
O_561_586,0,0,0,0,14,14,0
O_561_592,0,22,0,77.5909,14,3,0
O_561_595,0,1,0,96.0000,14,8,0
O_561_603,0,12,0,74.7500,14,5,0
O_561_606,0,8,0,76.6250,14,5,0
O_561_607,0,14,0,79.5000,14,6,0
O_561_617,0,0,0,0,14,0,0
O_561_636,0,33,0,82.6667,14,2,0
O_561_637,0,1,0,80.0000,14,10,0
O_561_640,0,34,0,81.3824,14,3,0
O_561_644,0,0,0,0,14,16,0
O_561_651,0,17,0,79.0000,14,5,0
O_561_660,0,7,0,76.1429,14,5,0
O_561_662,0,20,0,80.5000,14,4,0
O_561_671,0,31,0,72.6129,14,4,0
O_561_673,0,4,0,81.0000,14,6,0
O_561_676,0,8,0,82.8750,14,7,0
O_561_680,0,1,0,87.0000,14,14,0
O_561_683,0,0,0,0,14,15,0
O_561_687,0,0,0,0,14,12,0
O_561_701,0,4,0,67.0000,14,7,0
O_561_702,0,0,0,0,14,13,0
O_561_711,0,0,0,0,14,15,0
O_561_714,0,0,0,0,14,11,0
O_561_717,0,5,0,74.2000,14,6,0
O_561_718,0,1,0,79.0000,14,16,0
O_561_719,0,0,0,0,14,13,0
O_561_720,0,12,0,76.8333,14,3,0
O_561_722,0,13,0,72.7692,14,6,0
O_561_723,0,0,0,0,14,12,0
