pred,season,team1,team2,team1_wins,team1_wscore,team1_seed,team2_wins,team2_wscore,team2_seed
1,Q,671,829,2,154,1,0,0,0
1,R,671,829,2,135,3,0,0,0
1,C,671,835,2,146,4,0,0,0
1,D,671,835,4,277,1,0,0,0
1,E,671,835,6,430,1,0,0,0
1,F,671,835,4,296,1,0,0,0
1,H,671,835,3,207,7,0,0,0
1,J,671,835,4,333,5,0,0,0
1,L,671,835,1,61,9,0,0,0
0.5,M,671,835,2,137,5,2,173,12
1,N,671,835,5,364,2,1,76,12
1,O,671,835,4,284,5,0,0,0
1,Q,671,835,2,154,1,1,59,16
1,R,671,835,2,135,3,0,0,0
0,A,671,839,0,0,0,3,187,2
0,B,671,839,0,0,0,1,68,3
1,C,671,839,2,146,4,0,0,0
1,D,671,839,4,277,1,0,0,0
1,E,671,839,6,430,1,0,0,0
1,F,671,839,4,296,1,0,0,0
0,G,671,839,0,0,0,1,83,7
1,H,671,839,3,207,7,1,76,2
0,I,671,839,0,0,0,2,163,4
1,J,671,839,4,333,5,1,70,2
1,L,671,839,1,61,9,0,0,0
1,M,671,839,2,137,5,0,0,0
1,N,671,839,5,364,2,0,0,0
1,O,671,839,4,284,5,1,81,9
1,Q,671,839,2,154,1,0,0,0
1,R,671,839,2,135,3,0,0,0
0.5,C,671,840,2,146,4,2,150,11
1,D,671,840,4,277,1,0,0,0
1,E,671,840,6,430,1,0,0,0
1,F,671,840,4,296,1,0,0,0
1,H,671,840,3,207,7,0,0,0
1,J,671,840,4,333,5,2,185,1
0,K,671,840,0,0,0,2,142,5
1,L,671,840,1,61,9,0,0,0
1,M,671,840,2,137,5,0,0,0
1,N,671,840,5,364,2,1,71,4
1,O,671,840,4,284,5,2,162,11
0,P,671,840,0,0,0,1,68,7
1,Q,671,840,2,154,1,0,0,0
1,R,671,840,2,135,3,0,0,0
0.5,C,671,843,2,146,4,2,157,10
1,D,671,843,4,277,1,0,0,0
1,E,671,843,6,430,1,0,0,0
1,F,671,843,4,296,1,0,0,0
1,H,671,843,3,207,7,0,0,0
1,J,671,843,4,333,5,3,239,7
0,K,671,843,0,0,0,2,131,6
1,L,671,843,1,61,9,0,0,0
0.5,M,671,843,2,137,5,2,148,7
1,N,671,843,5,364,2,0,0,0
1,O,671,843,4,284,5,4,287,2
0,P,671,843,0,0,0,1,84,5
1,Q,671,843,2,154,1,0,0,0
1,R,671,843,2,135,3,0,0,0
1,C,671,849,2,146,4,0,0,0
1,D,671,849,4,277,1,0,0,0
1,E,671,849,6,430,1,4,257,8
1,F,671,849,4,296,1,0,0,0
0,G,671,849,0,0,0,1,80,8
1,H,671,849,3,207,7,2,142,5
0,I,671,849,0,0,0,1,76,6
1,J,671,849,4,333,5,3,193,6
1,L,671,849,1,61,9,1,76,2
1,M,671,849,2,137,5,2,143,3
1,N,671,849,5,364,2,1,61,12
1,O,671,849,4,284,5,1,53,4
0,P,671,849,0,0,0,2,142,4
0.5,Q,671,849,2,154,1,2,133,4
1,R,671,849,2,135,3,0,0,0
0,B,671,853,0,0,0,1,80,7
1,C,671,853,2,146,4,0,0,0
1,D,671,853,4,277,1,0,0,0
1,E,671,853,6,430,1,0,0,0
1,F,671,853,4,296,1,0,0,0
0,G,671,853,0,0,0,1,70,7
1,H,671,853,3,207,7,1,71,3
0,I,671,853,0,0,0,3,248,7
1,J,671,853,4,333,5,0,0,0
0.5,L,671,853,1,61,9,1,79,9
1,M,671,853,2,137,5,3,237,3
1,N,671,853,5,364,2,2,137,4
1,O,671,853,4,284,5,2,136,6
0.5,Q,671,853,2,154,1,2,137,10
1,R,671,853,2,135,3,0,0,0
0,A,673,675,0,0,0,4,254,5
1,B,673,675,4,324,1,0,0,0
0,G,673,675,0,0,0,1,70,3
0,I,673,675,0,0,0,1,85,2
0,J,673,675,0,0,0,1,93,9
0,M,673,675,0,0,0,1,76,8
1,R,673,675,1,83,11,0,0,0
1,B,673,676,4,324,1,0,0,0
0,F,673,676,0,0,0,1,70,9
0,G,673,676,0,0,0,3,258,12
0,H,673,676,0,0,0,1,72,6
0,N,673,676,0,0,0,3,263,3
0,O,673,676,0,0,0,1,86,10
1,R,673,676,1,83,11,0,0,0
1,B,673,682,4,324,1,0,0,0
0,N,673,682,0,0,0,1,58,16
0,P,673,682,0,0,0,1,62,13
1,R,673,682,1,83,11,0,0,0
1,B,673,683,4,324,1,0,0,0
1,R,673,683,1,83,11,0,0,0
1,B,673,689,4,324,1,0,0,0
1,R,673,689,1,83,11,0,0,0
0,A,673,708,0,0,0,1,83,6
0.5,B,673,708,4,324,1,4,315,1
0,C,673,708,0,0,0,4,329,1
0,E,673,708,0,0,0,4,277,8
0,F,673,708,0,0,0,1,70,2
0,I,673,708,0,0,0,1,63,6
0,J,673,708,0,0,0,6,505,1
0,K,673,708,0,0,0,1,69,3
0,L,673,708,0,0,0,3,241,1
0,M,673,708,0,0,0,4,372,1
0,N,673,708,0,0,0,6,527,1
0,P,673,708,0,0,0,3,269,2
0,Q,673,708,0,0,0,3,237,1
1,R,673,708,1,83,11,1,78,8
1,B,673,714,4,324,1,0,0,0
0,O,673,714,0,0,0,2,138,9
1,R,673,714,1,83,11,0,0,0
1,B,673,720,4,324,1,0,0,0
0,D,673,720,0,0,0,4,296,4
0,E,673,720,0,0,0,1,87,3
0,G,673,720,0,0,0,1,69,4
0,K,673,720,0,0,0,1,70,2
0,L,673,720,0,0,0,5,400,1
0,O,673,720,0,0,0,2,143,2
0,P,673,720,0,0,0,2,173,1
0,Q,673,720,0,0,0,4,309,2
1,R,673,720,1,83,11,3,246,2
1,B,673,721,4,324,1,0,0,0
0,D,673,721,0,0,0,2,146,13
0,E,673,721,0,0,0,1,74,3
0,G,673,721,0,0,0,4,318,2
0,H,673,721,0,0,0,3,210,1
0,J,673,721,0,0,0,1,84,3
0,M,673,721,0,0,0,1,72,6
0,N,673,721,0,0,0,3,239,2
1,R,673,721,1,83,11,0,0,0
1,B,673,722,4,324,1,0,0,0
0,C,673,722,0,0,0,1,74,8
0,D,673,722,0,0,0,1,69,9
0,E,673,722,0,0,0,3,229,3
0,H,673,722,0,0,0,1,77,6
0,I,673,722,0,0,0,4,272,2
0,J,673,722,0,0,0,2,148,2
0,N,673,722,0,0,0,1,77,8
1,R,673,722,1,83,11,0,0,0
1,B,673,731,4,324,1,0,0,0
0,G,673,731,0,0,0,2,134,3
0,H,673,731,0,0,0,2,161,2
0,I,673,731,0,0,0,2,112,3
0,K,673,731,0,0,0,1,79,5
0,L,673,731,0,0,0,2,163,3
0,M,673,731,0,0,0,1,82,4
0,N,673,731,0,0,0,3,216,1
0,O,673,731,0,0,0,1,89,3
0,P,673,731,0,0,0,1,74,1
1,R,673,731,1,83,11,0,0,0
1,B,673,733,4,324,1,0,0,0
1,R,673,733,1,83,11,0,0,0
0,A,673,738,0,0,0,1,73,1
1,B,673,738,4,324,1,1,83,8
0,C,673,738,0,0,0,2,175,2
0,D,673,738,0,0,0,2,131,10
0,E,673,738,0,0,0,3,203,6
0,H,673,738,0,0,0,1,80,9
0,L,673,738,0,0,0,1,72,9
0,M,673,738,0,0,0,1,90,6
0,N,673,738,0,0,0,2,137,5
0,O,673,738,0,0,0,2,135,4
0,P,673,738,0,0,0,1,65,3
0,Q,673,738,0,0,0,1,72,10
1,R,673,738,1,83,11,0,0,0
1,B,673,740,4,324,1,0,0,0
1,R,673,740,1,83,11,0,0,0
1,B,673,745,4,324,1,0,0,0
1,R,673,745,1,83,11,0,0,0
1,B,673,765,4,324,1,0,0,0
1,R,673,765,1,83,11,0,0,0
1,B,673,766,4,324,1,0,0,0
0,G,673,766,0,0,0,1,81,16
0,M,673,766,0,0,0,1,83,13
0,N,673,766,0,0,0,1,74,9
1,R,673,766,1,83,11,0,0,0
0,A,673,786,0,0,0,5,377,4
1,B,673,786,4,324,1,0,0,0
0,C,673,786,0,0,0,2,119,5
0,E,673,786,0,0,0,2,131,4
0,F,673,786,0,0,0,1,79,5
0,H,673,786,0,0,0,6,462,3
0,I,673,786,0,0,0,2,152,5
0,N,673,786,0,0,0,2,137,3
0,O,673,786,0,0,0,2,166,1
0,P,673,786,0,0,0,1,77,3
0,Q,673,786,0,0,0,3,211,1
1,R,673,786,1,83,11,4,263,4
0,A,673,789,0,0,0,1,61,7
1,B,673,789,4,324,1,1,62,9
0,D,673,789,0,0,0,3,202,6
0,E,673,789,0,0,0,1,73,2
0,F,673,789,0,0,0,3,238,11
0,P,673,789,0,0,0,1,66,7
1,R,673,789,1,83,11,1,76,9
1,B,673,790,4,324,1,0,0,0
0,D,673,790,0,0,0,1,62,4
0,E,673,790,0,0,0,2,128,4
0,K,673,790,0,0,0,1,63,2
0,L,673,790,0,0,0,2,198,5
0,M,673,790,0,0,0,2,148,2
0,O,673,790,0,0,0,3,221,6
1,R,673,790,1,83,11,0,0,0
0,A,673,793,0,0,0,1,80,10
1,B,673,793,4,324,1,2,153,10
0,E,673,793,0,0,0,1,77,5
0,G,673,793,0,0,0,2,138,6
0,H,673,793,0,0,0,4,326,1
0,I,673,793,0,0,0,2,144,3
0,K,673,793,0,0,0,3,209,2
0,L,673,793,0,0,0,1,79,4
0,M,673,793,0,0,0,3,231,2
0,N,673,793,0,0,0,1,76,7
0,P,673,793,0,0,0,1,85,4
1,R,673,793,1,83,11,0,0,0
1,B,673,794,4,324,1,0,0,0
0,K,673,794,0,0,0,1,66,12
0,L,673,794,0,0,0,2,140,3
0,M,673,794,0,0,0,1,67,9
0,N,673,794,0,0,0,1,79,9
0,O,673,794,0,0,0,1,69,5
1,R,673,794,1,83,11,0,0,0
1,B,673,810,4,324,1,3,279,2
0,C,673,810,0,0,0,2,150,6
0,E,673,810,0,0,0,2,170,6
0,F,673,810,0,0,0,2,136,4
0,G,673,810,0,0,0,2,185,8
0,K,673,810,0,0,0,5,322,2
0,L,673,810,0,0,0,4,256,2
0,M,673,810,0,0,0,4,285,1
0,N,673,810,0,0,0,1,65,6
0,P,673,810,0,0,0,1,78,7
1,R,673,810,1,83,11,0,0,0
1,B,673,818,4,324,1,0,0,0
0,F,673,818,0,0,0,3,223,6
0,L,673,818,0,0,0,2,164,5
0,N,673,818,0,0,0,1,72,10
1,R,673,818,1,83,11,0,0,0
0,A,673,821,0,0,0,2,145,4
1,B,673,821,4,324,1,3,234,2
0,C,673,821,0,0,0,5,366,3
0,D,673,821,0,0,0,1,80,2
0,E,673,821,0,0,0,1,48,8
0,H,673,821,0,0,0,1,60,9
0,J,673,821,0,0,0,2,127,6
1,R,673,821,1,83,11,0,0,0
1,B,673,822,4,324,1,0,0,0
0,F,673,822,0,0,0,1,77,12
1,R,673,822,1,83,11,0,0,0
1,B,673,825,4,324,1,0,0,0
0,L,673,825,0,0,0,1,79,11
0,P,673,825,0,0,0,5,370,11
0,Q,673,825,0,0,0,1,62,12
1,R,673,825,1,83,11,1,88,5
0,A,673,829,0,0,0,1,92,3
1,B,673,829,4,324,1,1,101,4
0,J,673,829,0,0,0,2,131,5
0,K,673,829,0,0,0,3,200,1
0,M,673,829,0,0,0,2,159,12
0,N,673,829,0,0,0,4,324,3
0,O,673,829,0,0,0,1,73,2
1,R,673,829,1,83,11,0,0,0
1,B,673,835,4,324,1,0,0,0
0,M,673,835,0,0,0,2,173,12
0,N,673,835,0,0,0,1,76,12
0,Q,673,835,0,0,0,1,59,16
1,R,673,835,1,83,11,0,0,0
0,A,673,839,0,0,0,3,187,2
1,B,673,839,4,324,1,1,68,3
0,G,673,839,0,0,0,1,83,7
0,H,673,839,0,0,0,1,76,2
0,I,673,839,0,0,0,2,163,4
0,J,673,839,0,0,0,1,70,2
0,O,673,839,0,0,0,1,81,9
1,R,673,839,1,83,11,0,0,0
1,B,673,840,4,324,1,0,0,0
0,C,673,840,0,0,0,2,150,11
0,J,673,840,0,0,0,2,185,1
0,K,673,840,0,0,0,2,142,5
0,N,673,840,0,0,0,1,71,4
0,O,673,840,0,0,0,2,162,11
0,P,673,840,0,0,0,1,68,7
1,R,673,840,1,83,11,0,0,0
1,B,673,843,4,324,1,0,0,0
0,C,673,843,0,0,0,2,157,10
0,J,673,843,0,0,0,3,239,7
0,K,673,843,0,0,0,2,131,6
0,M,673,843,0,0,0,2,148,7
0,O,673,843,0,0,0,4,287,2
0,P,673,843,0,0,0,1,84,5
1,R,673,843,1,83,11,0,0,0
1,B,673,849,4,324,1,0,0,0
0,E,673,849,0,0,0,4,257,8
0,G,673,849,0,0,0,1,80,8
0,H,673,849,0,0,0,2,142,5
0,I,673,849,0,0,0,1,76,6
0,J,673,849,0,0,0,3,193,6
0,L,673,849,0,0,0,1,76,2
0,M,673,849,0,0,0,2,143,3
0,N,673,849,0,0,0,1,61,12
0,O,673,849,0,0,0,1,53,4
0,P,673,849,0,0,0,2,142,4
0,Q,673,849,0,0,0,2,133,4
1,R,673,849,1,83,11,0,0,0
1,B,673,853,4,324,1,1,80,7
0,G,673,853,0,0,0,1,70,7
0,H,673,853,0,0,0,1,71,3
0,I,673,853,0,0,0,3,248,7
0,L,673,853,0,0,0,1,79,9
0,M,673,853,0,0,0,3,237,3
0,N,673,853,0,0,0,2,137,4
0,O,673,853,0,0,0,2,136,6
0,Q,673,853,0,0,0,2,137,10
1,R,673,853,1,83,11,0,0,0
1,A,675,676,4,254,5,0,0,0
0,F,675,676,0,0,0,1,70,9
0,G,675,676,1,70,3,3,258,12
0,H,675,676,0,0,0,1,72,6
1,I,675,676,1,85,2,0,0,0
1,J,675,676,1,93,9,0,0,0
1,M,675,676,1,76,8,0,0,0
0,N,675,676,0,0,0,3,263,3
0,O,675,676,0,0,0,1,86,10
1,A,675,682,4,254,5,0,0,0
1,G,675,682,1,70,3,0,0,0
1,I,675,682,1,85,2,0,0,0
1,J,675,682,1,93,9,0,0,0
1,M,675,682,1,76,8,0,0,0
0,N,675,682,0,0,0,1,58,16
0,P,675,682,0,0,0,1,62,13
1,A,675,683,4,254,5,0,0,0
1,G,675,683,1,70,3,0,0,0
1,I,675,683,1,85,2,0,0,0
1,J,675,683,1,93,9,0,0,0
1,M,675,683,1,76,8,0,0,0
1,A,675,689,4,254,5,0,0,0
1,G,675,689,1,70,3,0,0,0
1,I,675,689,1,85,2,0,0,0
1,J,675,689,1,93,9,0,0,0
1,M,675,689,1,76,8,0,0,0
1,A,675,708,4,254,5,1,83,6
0,B,675,708,0,0,0,4,315,1
0,C,675,708,0,0,0,4,329,1
0,E,675,708,0,0,0,4,277,8
0,F,675,708,0,0,0,1,70,2
1,G,675,708,1,70,3,0,0,0
0.5,I,675,708,1,85,2,1,63,6
1,J,675,708,1,93,9,6,505,1
0,K,675,708,0,0,0,1,69,3
0,L,675,708,0,0,0,3,241,1
1,M,675,708,1,76,8,4,372,1
0,N,675,708,0,0,0,6,527,1
0,P,675,708,0,0,0,3,269,2
0,Q,675,708,0,0,0,3,237,1
0,R,675,708,0,0,0,1,78,8
1,A,675,714,4,254,5,0,0,0
1,G,675,714,1,70,3,0,0,0
1,I,675,714,1,85,2,0,0,0
1,J,675,714,1,93,9,0,0,0
1,M,675,714,1,76,8,0,0,0
0,O,675,714,0,0,0,2,138,9
1,A,675,720,4,254,5,0,0,0
0,D,675,720,0,0,0,4,296,4
0,E,675,720,0,0,0,1,87,3
0.5,G,675,720,1,70,3,1,69,4
1,I,675,720,1,85,2,0,0,0
1,J,675,720,1,93,9,0,0,0
0,K,675,720,0,0,0,1,70,2
0,L,675,720,0,0,0,5,400,1
1,M,675,720,1,76,8,0,0,0
0,O,675,720,0,0,0,2,143,2
0,P,675,720,0,0,0,2,173,1
0,Q,675,720,0,0,0,4,309,2
0,R,675,720,0,0,0,3,246,2
1,A,675,721,4,254,5,0,0,0
0,D,675,721,0,0,0,2,146,13
0,E,675,721,0,0,0,1,74,3
1,G,675,721,1,70,3,4,318,2
0,H,675,721,0,0,0,3,210,1
1,I,675,721,1,85,2,0,0,0
1,J,675,721,1,93,9,1,84,3
1,M,675,721,1,76,8,1,72,6
0,N,675,721,0,0,0,3,239,2
1,A,675,722,4,254,5,0,0,0
0,C,675,722,0,0,0,1,74,8
0,D,675,722,0,0,0,1,69,9
0,E,675,722,0,0,0,3,229,3
1,G,675,722,1,70,3,0,0,0
0,H,675,722,0,0,0,1,77,6
0.5,I,675,722,1,85,2,4,272,2
1,J,675,722,1,93,9,2,148,2
1,M,675,722,1,76,8,0,0,0
0,N,675,722,0,0,0,1,77,8
1,A,675,731,4,254,5,0,0,0
0.5,G,675,731,1,70,3,2,134,3
0,H,675,731,0,0,0,2,161,2
0,I,675,731,1,85,2,2,112,3
1,J,675,731,1,93,9,0,0,0
0,K,675,731,0,0,0,1,79,5
0,L,675,731,0,0,0,2,163,3
1,M,675,731,1,76,8,1,82,4
0,N,675,731,0,0,0,3,216,1
0,O,675,731,0,0,0,1,89,3
0,P,675,731,0,0,0,1,74,1
1,A,675,733,4,254,5,0,0,0
1,G,675,733,1,70,3,0,0,0
1,I,675,733,1,85,2,0,0,0
1,J,675,733,1,93,9,0,0,0
1,M,675,733,1,76,8,0,0,0
1,A,675,738,4,254,5,1,73,1
0,B,675,738,0,0,0,1,83,8
0,C,675,738,0,0,0,2,175,2
0,D,675,738,0,0,0,2,131,10
0,E,675,738,0,0,0,3,203,6
1,G,675,738,1,70,3,0,0,0
0,H,675,738,0,0,0,1,80,9
1,I,675,738,1,85,2,0,0,0
1,J,675,738,1,93,9,0,0,0
0,L,675,738,0,0,0,1,72,9
1,M,675,738,1,76,8,1,90,6
0,N,675,738,0,0,0,2,137,5
0,O,675,738,0,0,0,2,135,4
0,P,675,738,0,0,0,1,65,3
0,Q,675,738,0,0,0,1,72,10
1,A,675,740,4,254,5,0,0,0
1,G,675,740,1,70,3,0,0,0
1,I,675,740,1,85,2,0,0,0
1,J,675,740,1,93,9,0,0,0
1,M,675,740,1,76,8,0,0,0
1,A,675,745,4,254,5,0,0,0
1,G,675,745,1,70,3,0,0,0
1,I,675,745,1,85,2,0,0,0
1,J,675,745,1,93,9,0,0,0
1,M,675,745,1,76,8,0,0,0
1,A,675,765,4,254,5,0,0,0
1,G,675,765,1,70,3,0,0,0
1,I,675,765,1,85,2,0,0,0
1,J,675,765,1,93,9,0,0,0
1,M,675,765,1,76,8,0,0,0
1,A,675,766,4,254,5,0,0,0
0.5,G,675,766,1,70,3,1,81,16
1,I,675,766,1,85,2,0,0,0
1,J,675,766,1,93,9,0,0,0
0.5,M,675,766,1,76,8,1,83,13
0,N,675,766,0,0,0,1,74,9
1,A,675,786,4,254,5,5,377,4
0,C,675,786,0,0,0,2,119,5
0,E,675,786,0,0,0,2,131,4
0,F,675,786,0,0,0,1,79,5
1,G,675,786,1,70,3,0,0,0
0,H,675,786,0,0,0,6,462,3
0,I,675,786,1,85,2,2,152,5
1,J,675,786,1,93,9,0,0,0
1,M,675,786,1,76,8,0,0,0
0,N,675,786,0,0,0,2,137,3
0,O,675,786,0,0,0,2,166,1
0,P,675,786,0,0,0,1,77,3
0,Q,675,786,0,0,0,3,211,1
0,R,675,786,0,0,0,4,263,4
1,A,675,789,4,254,5,1,61,7
0,B,675,789,0,0,0,1,62,9
0,D,675,789,0,0,0,3,202,6
0,E,675,789,0,0,0,1,73,2
0,F,675,789,0,0,0,3,238,11
1,G,675,789,1,70,3,0,0,0
1,I,675,789,1,85,2,0,0,0
1,J,675,789,1,93,9,0,0,0
1,M,675,789,1,76,8,0,0,0
0,P,675,789,0,0,0,1,66,7
0,R,675,789,0,0,0,1,76,9
1,A,675,790,4,254,5,0,0,0
0,D,675,790,0,0,0,1,62,4
0,E,675,790,0,0,0,2,128,4
1,G,675,790,1,70,3,0,0,0
1,I,675,790,1,85,2,0,0,0
1,J,675,790,1,93,9,0,0,0
0,K,675,790,0,0,0,1,63,2
0,L,675,790,0,0,0,2,198,5
1,M,675,790,1,76,8,2,148,2
0,O,675,790,0,0,0,3,221,6
1,A,675,793,4,254,5,1,80,10
0,B,675,793,0,0,0,2,153,10
0,E,675,793,0,0,0,1,77,5
0,G,675,793,1,70,3,2,138,6
0,H,675,793,0,0,0,4,326,1
0,I,675,793,1,85,2,2,144,3
1,J,675,793,1,93,9,0,0,0
0,K,675,793,0,0,0,3,209,2
0,L,675,793,0,0,0,1,79,4
1,M,675,793,1,76,8,3,231,2
0,N,675,793,0,0,0,1,76,7
0,P,675,793,0,0,0,1,85,4
1,A,675,794,4,254,5,0,0,0
1,G,675,794,1,70,3,0,0,0
1,I,675,794,1,85,2,0,0,0
1,J,675,794,1,93,9,0,0,0
0,K,675,794,0,0,0,1,66,12
0,L,675,794,0,0,0,2,140,3
0.5,M,675,794,1,76,8,1,67,9
0,N,675,794,0,0,0,1,79,9
0,O,675,794,0,0,0,1,69,5
1,A,675,810,4,254,5,0,0,0
0,B,675,810,0,0,0,3,279,2
0,C,675,810,0,0,0,2,150,6
0,E,675,810,0,0,0,2,170,6
0,F,675,810,0,0,0,2,136,4
0,G,675,810,1,70,3,2,185,8
1,I,675,810,1,85,2,0,0,0
1,J,675,810,1,93,9,0,0,0
0,K,675,810,0,0,0,5,322,2
0,L,675,810,0,0,0,4,256,2
1,M,675,810,1,76,8,4,285,1
0,N,675,810,0,0,0,1,65,6
0,P,675,810,0,0,0,1,78,7
1,A,675,818,4,254,5,0,0,0
0,F,675,818,0,0,0,3,223,6
1,G,675,818,1,70,3,0,0,0
1,I,675,818,1,85,2,0,0,0
1,J,675,818,1,93,9,0,0,0
0,L,675,818,0,0,0,2,164,5
1,M,675,818,1,76,8,0,0,0
0,N,675,818,0,0,0,1,72,10
1,A,675,821,4,254,5,2,145,4
0,B,675,821,0,0,0,3,234,2
0,C,675,821,0,0,0,5,366,3
0,D,675,821,0,0,0,1,80,2
0,E,675,821,0,0,0,1,48,8
1,G,675,821,1,70,3,0,0,0
0,H,675,821,0,0,0,1,60,9
1,I,675,821,1,85,2,0,0,0
1,J,675,821,1,93,9,2,127,6
1,M,675,821,1,76,8,0,0,0
1,A,675,822,4,254,5,0,0,0
0,F,675,822,0,0,0,1,77,12
1,G,675,822,1,70,3,0,0,0
1,I,675,822,1,85,2,0,0,0
1,J,675,822,1,93,9,0,0,0
1,M,675,822,1,76,8,0,0,0
1,A,675,825,4,254,5,0,0,0
1,G,675,825,1,70,3,0,0,0
1,I,675,825,1,85,2,0,0,0
1,J,675,825,1,93,9,0,0,0
0,L,675,825,0,0,0,1,79,11
1,M,675,825,1,76,8,0,0,0
0,P,675,825,0,0,0,5,370,11
0,Q,675,825,0,0,0,1,62,12
0,R,675,825,0,0,0,1,88,5
1,A,675,829,4,254,5,1,92,3
0,B,675,829,0,0,0,1,101,4
1,G,675,829,1,70,3,0,0,0
1,I,675,829,1,85,2,0,0,0
1,J,675,829,1,93,9,2,131,5
0,K,675,829,0,0,0,3,200,1
0,M,675,829,1,76,8,2,159,12
0,N,675,829,0,0,0,4,324,3
0,O,675,829,0,0,0,1,73,2
1,A,675,835,4,254,5,0,0,0
1,G,675,835,1,70,3,0,0,0
1,I,675,835,1,85,2,0,0,0
1,J,675,835,1,93,9,0,0,0
0,M,675,835,1,76,8,2,173,12
0,N,675,835,0,0,0,1,76,12
0,Q,675,835,0,0,0,1,59,16
1,A,675,839,4,254,5,3,187,2
0,B,675,839,0,0,0,1,68,3
0.5,G,675,839,1,70,3,1,83,7
0,H,675,839,0,0,0,1,76,2
0,I,675,839,1,85,2,2,163,4
1,J,675,839,1,93,9,1,70,2
1,M,675,839,1,76,8,0,0,0
0,O,675,839,0,0,0,1,81,9
1,A,675,840,4,254,5,0,0,0
0,C,675,840,0,0,0,2,150,11
1,G,675,840,1,70,3,0,0,0
1,I,675,840,1,85,2,0,0,0
1,J,675,840,1,93,9,2,185,1
0,K,675,840,0,0,0,2,142,5
1,M,675,840,1,76,8,0,0,0
0,N,675,840,0,0,0,1,71,4
0,O,675,840,0,0,0,2,162,11
0,P,675,840,0,0,0,1,68,7
1,A,675,843,4,254,5,0,0,0
0,C,675,843,0,0,0,2,157,10
1,G,675,843,1,70,3,0,0,0
1,I,675,843,1,85,2,0,0,0
1,J,675,843,1,93,9,3,239,7
0,K,675,843,0,0,0,2,131,6
1,M,675,843,1,76,8,2,148,7
0,O,675,843,0,0,0,4,287,2
0,P,675,843,0,0,0,1,84,5
1,A,675,849,4,254,5,0,0,0
0,E,675,849,0,0,0,4,257,8
0.5,G,675,849,1,70,3,1,80,8
0,H,675,849,0,0,0,2,142,5
0.5,I,675,849,1,85,2,1,76,6
1,J,675,849,1,93,9,3,193,6
0,L,675,849,0,0,0,1,76,2
1,M,675,849,1,76,8,2,143,3
0,N,675,849,0,0,0,1,61,12
0,O,675,849,0,0,0,1,53,4
0,P,675,849,0,0,0,2,142,4
0,Q,675,849,0,0,0,2,133,4
1,A,675,853,4,254,5,0,0,0
0,B,675,853,0,0,0,1,80,7
0.5,G,675,853,1,70,3,1,70,7
0,H,675,853,0,0,0,1,71,3
0,I,675,853,1,85,2,3,248,7
1,J,675,853,1,93,9,0,0,0
0,L,675,853,0,0,0,1,79,9
1,M,675,853,1,76,8,3,237,3
0,N,675,853,0,0,0,2,137,4
0,O,675,853,0,0,0,2,136,6
0,Q,675,853,0,0,0,2,137,10
1,F,676,682,1,70,9,0,0,0
1,G,676,682,3,258,12,0,0,0
1,H,676,682,1,72,6,0,0,0
1,N,676,682,3,263,3,1,58,16
1,O,676,682,1,86,10,0,0,0
0,P,676,682,0,0,0,1,62,13
1,F,676,683,1,70,9,0,0,0
1,G,676,683,3,258,12,0,0,0
1,H,676,683,1,72,6,0,0,0
1,N,676,683,3,263,3,0,0,0
1,O,676,683,1,86,10,0,0,0
1,F,676,689,1,70,9,0,0,0
1,G,676,689,3,258,12,0,0,0
1,H,676,689,1,72,6,0,0,0
1,N,676,689,3,263,3,0,0,0
1,O,676,689,1,86,10,0,0,0
0,A,676,708,0,0,0,1,83,6
0,B,676,708,0,0,0,4,315,1
0,C,676,708,0,0,0,4,329,1
0,E,676,708,0,0,0,4,277,8
1,F,676,708,1,70,9,1,70,2
1,G,676,708,3,258,12,0,0,0
1,H,676,708,1,72,6,0,0,0
0,I,676,708,0,0,0,1,63,6
0,J,676,708,0,0,0,6,505,1
0,K,676,708,0,0,0,1,69,3
0,L,676,708,0,0,0,3,241,1
0,M,676,708,0,0,0,4,372,1
1,N,676,708,3,263,3,6,527,1
1,O,676,708,1,86,10,0,0,0
0,P,676,708,0,0,0,3,269,2
0,Q,676,708,0,0,0,3,237,1
0,R,676,708,0,0,0,1,78,8
1,F,676,714,1,70,9,0,0,0
1,G,676,714,3,258,12,0,0,0
1,H,676,714,1,72,6,0,0,0
1,N,676,714,3,263,3,0,0,0
1,O,676,714,1,86,10,2,138,9
0,D,676,720,0,0,0,4,296,4
0,E,676,720,0,0,0,1,87,3
1,F,676,720,1,70,9,0,0,0
1,G,676,720,3,258,12,1,69,4
1,H,676,720,1,72,6,0,0,0
0,K,676,720,0,0,0,1,70,2
0,L,676,720,0,0,0,5,400,1
1,N,676,720,3,263,3,0,0,0
1,O,676,720,1,86,10,2,143,2
0,P,676,720,0,0,0,2,173,1
0,Q,676,720,0,0,0,4,309,2
0,R,676,720,0,0,0,3,246,2
0,D,676,721,0,0,0,2,146,13
0,E,676,721,0,0,0,1,74,3
1,F,676,721,1,70,9,0,0,0
1,G,676,721,3,258,12,4,318,2
1,H,676,721,1,72,6,3,210,1
0,J,676,721,0,0,0,1,84,3
0,M,676,721,0,0,0,1,72,6
1,N,676,721,3,263,3,3,239,2
1,O,676,721,1,86,10,0,0,0
0,C,676,722,0,0,0,1,74,8
0,D,676,722,0,0,0,1,69,9
0,E,676,722,0,0,0,3,229,3
1,F,676,722,1,70,9,0,0,0
1,G,676,722,3,258,12,0,0,0
0.5,H,676,722,1,72,6,1,77,6
