id,pred
N_666_790,0.673
N_666_793,0.623
N_666_794,0.663
N_666_810,0.601
N_666_818,0.683
N_666_821,0.591
N_666_822,0.711
N_666_825,0.711
N_666_829,0.502
N_666_835,0.72
N_666_839,0.569
N_666_840,0.558
N_666_843,0.612
N_666_849,0.72
N_666_853,0.547
N_670_671,0.292
N_670_673,0.513
N_670_675,0.579
N_670_676,0.33
N_670_682,0.632
N_670_683,0.621
N_670_689,0.6
N_670_708,0.274
N_670_714,0.557
N_670_720,0.468
N_670_721,0.311
N_670_722,0.457
N_670_731,0.292
N_670_733,0.579
N_670_738,0.381
N_670_740,0.642
N_670_745,0.621
N_670_765,0.6
N_670_766,0.479
N_670_786,0.34
N_670_789,0.535
N_670_790,0.49
N_670_793,0.435
N_670_794,0.479
N_670_810,0.413
N_670_818,0.501
N_670_821,0.403
N_670_822,0.535
N_670_825,0.535
N_670_829,0.32
N_670_835,0.546
N_670_839,0.382
N_670_840,0.371
N_670_843,0.424
N_670_849,0.546
N_670_853,0.36
N_671_673,0.723
N_671_675,0.773
N_671_676,0.55
N_671_682,0.81
N_671_683,0.803
N_671_689,0.788
N_671_708,0.483
N_671_714,0.757
N_671_720,0.686
N_671_721,0.528
N_671_722,0.676
N_671_731,0.506
N_671_733,0.773
N_671_738,0.605
N_671_740,0.817
N_671_745,0.803
N_671_765,0.788
N_671_766,0.695
N_671_786,0.561
N_671_789,0.74
N_671_790,0.705
N_671_793,0.656
N_671_794,0.695
N_671_810,0.636
N_671_818,0.714
N_671_821,0.626
N_671_822,0.74
N_671_825,0.74
N_671_829,0.539
N_671_835,0.749
N_671_839,0.605
N_671_840,0.594
N_671_843,0.647
N_671_849,0.749
N_671_853,0.583
N_673_675,0.567
N_673_676,0.319
N_673_682,0.62
N_673_683,0.61
N_673_689,0.588
N_673_708,0.264
N_673_714,0.545
N_673_720,0.456
N_673_721,0.3
N_673_722,0.445
N_673_731,0.282
N_673_733,0.567
N_673_738,0.37
N_673_740,0.631
N_673_745,0.61
N_673_765,0.588
N_673_766,0.467
N_673_786,0.329
N_673_789,0.523
N_673_790,0.478
N_673_793,0.423
N_673_794,0.467
N_673_810,0.401
N_673_818,0.489
N_673_821,0.391
N_673_822,0.523
N_673_825,0.523
N_673_829,0.31
N_673_835,0.533
N_673_839,0.37
N_673_840,0.36
N_673_843,0.412
N_673_849,0.533
N_673_853,0.349
N_675_676,0.264
N_675_682,0.555
N_675_683,0.545
N_675_689,0.522
N_675_708,0.216
N_675_714,0.478
N_675_720,0.391
N_675_721,0.247
N_675_722,0.38
N_675_731,0.231
N_675_733,0.5
N_675_738,0.31
N_675_740,0.567
N_675_745,0.545
N_675_765,0.522
N_675_766,0.401
N_675_786,0.273
N_675_789,0.456
N_675_790,0.412
N_675_793,0.359
N_675_794,0.401
N_675_810,0.339
N_675_818,0.423
N_675_821,0.33
N_675_822,0.456
N_675_825,0.456
N_675_829,0.256
N_675_835,0.467
N_675_839,0.31
N_675_840,0.301
N_675_843,0.349
N_675_849,0.467
N_675_853,0.291
N_676_682,0.779
N_676_683,0.772
N_676_689,0.755
N_676_708,0.437
N_676_714,0.721
N_676_720,0.644
N_676_721,0.481
N_676_722,0.634
N_676_731,0.459
N_676_733,0.739
N_676_738,0.559
N_676_740,0.787
N_676_745,0.772
N_676_765,0.755
N_676_766,0.654
N_676_786,0.515
N_676_789,0.703
N_676_790,0.665
N_676_793,0.613
N_676_794,0.654
N_676_810,0.592
N_676_818,0.674
N_676_821,0.581
N_676_822,0.703
N_676_825,0.703
N_676_829,0.492
N_676_835,0.712
N_676_839,0.559
N_676_840,0.548
N_676_843,0.603
N_676_849,0.712
N_676_853,0.537
N_682_683,0.49
N_682_689,0.468
N_682_708,0.181
N_682_714,0.424
N_682_720,0.34
N_682_721,0.209
N_682_722,0.33
N_682_731,0.195
N_682_733,0.446
N_682_738,0.265
N_682_740,0.512
N_682_745,0.49
N_682_765,0.468
N_682_766,0.35
N_682_786,0.232
N_682_789,0.402
N_682_790,0.361
N_682_793,0.311
N_682_794,0.35
N_682_810,0.292
N_682_818,0.371
N_682_821,0.283
N_682_822,0.402
N_682_825,0.402
N_682_829,0.216
N_682_835,0.413
N_682_839,0.266
N_682_840,0.257
N_682_843,0.302
N_682_849,0.413
N_682_853,0.248
N_683_689,0.478
N_683_708,0.187
N_683_714,0.434
N_683_720,0.349
N_683_721,0.216
N_683_722,0.339
N_683_731,0.201
N_683_733,0.456
N_683_738,0.273
N_683_740,0.522
N_683_745,0.5
N_683_765,0.478
N_683_766,0.359
N_683_786,0.239
N_683_789,0.412
N_683_790,0.37
N_683_793,0.32
N_683_794,0.359
N_683_810,0.301
N_683_818,0.38
N_683_821,0.291
N_683_822,0.412
N_683_825,0.412
N_683_829,0.223
N_683_835,0.423
N_683_839,0.273
N_683_840,0.265
N_683_843,0.31
N_683_849,0.423
N_683_853,0.256
N_689_708,0.201
N_689_714,0.456
N_689_720,0.37
N_689_721,0.231
N_689_722,0.359
N_689_731,0.216
N_689_733,0.478
N_689_738,0.291
N_689_740,0.545
N_689_745,0.522
N_689_765,0.5
N_689_766,0.38
N_689_786,0.256
N_689_789,0.434
N_689_790,0.391
N_689_793,0.339
N_689_794,0.38
N_689_810,0.32
N_689_818,0.401
N_689_821,0.31
N_689_822,0.434
N_689_825,0.434
N_689_829,0.239
N_689_835,0.445
N_689_839,0.291
N_689_840,0.282
N_689_843,0.329
N_689_849,0.445
N_689_853,0.273
N_708_714,0.773
N_708_720,0.705
N_708_721,0.55
N_708_722,0.695
N_708_731,0.528
N_708_733,0.788
N_708_738,0.626
N_708_740,0.829
N_708_745,0.817
N_708_765,0.803
N_708_766,0.714
N_708_786,0.583
N_708_789,0.757
N_708_790,0.723
N_708_793,0.676
N_708_794,0.714
N_708_810,0.657
N_708_818,0.732
N_708_821,0.647
N_708_822,0.757
N_708_825,0.757
N_708_829,0.561
N_708_835,0.765
N_708_839,0.626
N_708_840,0.615
N_708_843,0.667
N_708_849,0.765
N_708_853,0.605
N_714_720,0.412
N_714_721,0.264
N_714_722,0.401
N_714_731,0.247
N_714_733,0.522
N_714_738,0.329
N_714_740,0.588
N_714_745,0.567
N_714_765,0.545
N_714_766,0.423
N_714_786,0.291
N_714_789,0.478
N_714_790,0.434
N_714_793,0.38
N_714_794,0.423
N_714_810,0.36
N_714_818,0.445
N_714_821,0.35
N_714_822,0.478
N_714_825,0.478
N_714_829,0.273
N_714_835,0.489
N_714_839,0.33
N_714_840,0.32
N_714_843,0.37
N_714_849,0.489
N_714_853,0.31
N_720_721,0.339
N_720_722,0.489
N_720_731,0.32
N_720_733,0.61
N_720_738,0.412
N_720_740,0.671
N_720_745,0.651
N_720_765,0.631
N_720_766,0.511
N_720_786,0.37
N_720_789,0.567
N_720_790,0.523
N_720_793,0.467
N_720_794,0.511
N_720_810,0.445
N_720_818,0.534
N_720_821,0.434
N_720_822,0.567
N_720_825,0.567
N_720_829,0.349
N_720_835,0.577
N_720_839,0.413
N_720_840,0.402
N_720_843,0.456
N_720_849,0.577
N_720_853,0.391
N_721_722,0.654
N_721_731,0.481
N_721_733,0.756
N_721_738,0.581
N_721_740,0.801
N_721_745,0.787
N_721_765,0.772
N_721_766,0.674
N_721_786,0.537
N_721_789,0.721
N_721_790,0.684
N_721_793,0.634
N_721_794,0.674
N_721_810,0.613
N_721_818,0.693
N_721_821,0.603
N_721_822,0.721
N_721_825,0.721
N_721_829,0.515
N_721_835,0.73
N_721_839,0.581
N_721_840,0.57
N_721_843,0.624
N_721_849,0.73
N_721_853,0.559
N_722_731,0.33
N_722_733,0.621
N_722_738,0.424
N_722_740,0.682
N_722_745,0.662
N_722_765,0.642
N_722_766,0.524
N_722_786,0.381
N_722_789,0.579
N_722_790,0.535
N_722_793,0.479
N_722_794,0.524
N_722_810,0.457
N_722_818,0.546
N_722_821,0.446
N_722_822,0.579
N_722_825,0.579
N_722_829,0.36
N_722_835,0.589
N_722_839,0.424
N_722_840,0.413
N_722_843,0.468
N_722_849,0.589
N_722_853,0.403
N_731_733,0.772
N_731_738,0.602
N_731_740,0.815
N_731_745,0.801
N_731_765,0.787
N_731_766,0.693
N_731_786,0.559
N_731_789,0.739
N_731_790,0.703
N_731_793,0.654
N_731_794,0.693
N_731_810,0.634
N_731_818,0.712
N_731_821,0.624
N_731_822,0.739
N_731_825,0.739
N_731_829,0.537
N_731_835,0.747
N_731_839,0.603
N_731_840,0.592
N_731_843,0.645
N_731_849,0.747
N_731_853,0.581
N_733_738,0.31
N_733_740,0.567
N_733_745,0.545
N_733_765,0.522
N_733_766,0.401
N_733_786,0.273
N_733_789,0.456
N_733_790,0.412
N_733_793,0.359
N_733_794,0.401
N_733_810,0.339
N_733_818,0.423
N_733_821,0.33
N_733_822,0.456
N_733_825,0.456
N_733_829,0.256
N_733_835,0.467
N_733_839,0.31
N_733_840,0.301
N_733_843,0.349
N_733_849,0.467
N_733_853,0.291
N_738_740,0.746
N_738_745,0.729
N_738_765,0.711
N_738_766,0.601
N_738_786,0.458
N_738_789,0.653
N_738_790,0.612
N_738_793,0.558
N_738_794,0.601
N_738_810,0.536
N_738_818,0.622
N_738_821,0.525
N_738_822,0.653
N_738_825,0.653
N_738_829,0.436
N_738_835,0.663
N_738_839,0.503
N_738_840,0.492
N_738_843,0.547
N_738_849,0.663
N_738_853,0.48
N_740_745,0.478
N_740_765,0.456
N_740_766,0.339
N_740_786,0.223
N_740_789,0.391
N_740_790,0.349
N_740_793,0.3
N_740_794,0.339
N_740_810,0.282
N_740_818,0.359
N_740_821,0.273
N_740_822,0.391
N_740_825,0.391
N_740_829,0.208
N_740_835,0.401
N_740_839,0.256
N_740_840,0.248
N_740_843,0.291
N_740_849,0.401
N_740_853,0.239
N_745_765,0.478
N_745_766,0.359
N_745_786,0.239
N_745_789,0.412
N_745_790,0.37
N_745_793,0.32
N_745_794,0.359
N_745_810,0.301
N_745_818,0.38
N_745_821,0.291
N_745_822,0.412
N_745_825,0.412
N_745_829,0.223
N_745_835,0.423
N_745_839,0.273
N_745_840,0.265
N_745_843,0.31
N_745_849,0.423
N_745_853,0.256
N_765_766,0.38
N_765_786,0.256
N_765_789,0.434
N_765_790,0.391
N_765_793,0.339
N_765_794,0.38
N_765_810,0.32
N_765_818,0.401
N_765_821,0.31
N_765_822,0.434
N_765_825,0.434
N_765_829,0.239
N_765_835,0.445
N_765_839,0.291
N_765_840,0.282
N_765_843,0.329
N_765_849,0.445
N_765_853,0.273
N_766_786,0.361
N_766_789,0.557
N_766_790,0.513
N_766_793,0.457
N_766_794,0.501
N_766_810,0.435
N_766_818,0.524
N_766_821,0.424
N_766_822,0.557
N_766_825,0.557
N_766_829,0.34
N_766_835,0.568
N_766_839,0.403
N_766_840,0.392
N_766_843,0.446
N_766_849,0.568
N_766_853,0.381
N_786_789,0.693
N_786_790,0.654
N_786_793,0.601
N_786_794,0.643
N_786_810,0.58
N_786_818,0.663
N_786_821,0.569
N_786_822,0.693
N_786_825,0.693
N_786_829,0.48
N_786_835,0.702
N_786_839,0.547
N_786_840,0.536
N_786_843,0.591
N_786_849,0.702
N_786_853,0.525
N_789_790,0.456
N_789_793,0.401
N_789_794,0.445
N_789_810,0.38
N_789_818,0.467
N_789_821,0.37
N_789_822,0.5
N_789_825,0.5
N_789_829,0.291
N_789_835,0.511
N_789_839,0.35
N_789_840,0.339
N_789_843,0.391
N_789_849,0.511
N_789_853,0.329
N_790_793,0.445
N_790_794,0.489
N_790_810,0.423
N_790_818,0.511
N_790_821,0.412
N_790_822,0.545
N_790_825,0.545
N_790_829,0.329
N_790_835,0.556
N_790_839,0.391
N_790_840,0.38
N_790_843,0.434
N_790_849,0.556
N_790_853,0.37
N_793_794,0.546
N_793_810,0.479
N_793_818,0.568
N_793_821,0.468
N_793_822,0.6
N_793_825,0.6
N_793_829,0.381
N_793_835,0.611
N_793_839,0.446
N_793_840,0.435
N_793_843,0.491
N_793_849,0.611
N_793_853,0.424
N_794_810,0.435
N_794_818,0.524
N_794_821,0.424
N_794_822,0.557
N_794_825,0.557
N_794_829,0.34
N_794_835,0.568
N_794_839,0.403
N_794_840,0.392
N_794_843,0.446
N_794_849,0.568
N_794_853,0.381
N_810_818,0.589
N_810_821,0.491
N_810_822,0.622
N_810_825,0.622
N_810_829,0.402
N_810_835,0.632
N_810_839,0.468
N_810_840,0.457
N_810_843,0.513
N_810_849,0.632
N_810_853,0.446
N_818_821,0.403
N_818_822,0.535
N_818_825,0.535
N_818_829,0.32
N_818_835,0.546
N_818_839,0.382
N_818_840,0.371
N_818_843,0.424
N_818_849,0.546
N_818_853,0.36
N_821_822,0.631
N_821_825,0.631
N_821_829,0.412
N_821_835,0.641
N_821_839,0.478
N_821_840,0.467
N_821_843,0.523
N_821_849,0.641
N_821_853,0.456
N_822_825,0.5
N_822_829,0.291
N_822_835,0.511
N_822_839,0.35
N_822_840,0.339
N_822_843,0.391
N_822_849,0.511
N_822_853,0.329
N_825_829,0.291
N_825_835,0.511
N_825_839,0.35
N_825_840,0.339
N_825_843,0.391
N_825_849,0.511
N_825_853,0.329
N_829_835,0.722
N_829_839,0.572
N_829_840,0.56
N_829_843,0.614
N_829_849,0.722
N_829_853,0.549
N_835_839,0.341
N_835_840,0.33
N_835_843,0.381
N_835_849,0.501
N_835_853,0.32
N_839_840,0.489
N_839_843,0.545
N_839_849,0.661
N_839_853,0.478
N_840_843,0.557
N_840_849,0.672
N_840_853,0.49
N_843_849,0.62
N_843_853,0.434
N_849_853,0.32
O_514_521,0.224
O_514_535,0.24
O_514_536,0.311
O_514_539,0.33
O_514_551,0.321
O_514_561,0.402
O_514_577,0.181
O_514_586,0.512
O_514_592,0.381
O_514_595,0.361
O_514_603,0.249
O_514_606,0.371
O_514_607,0.33
O_514_617,0.446
O_514_636,0.209
O_514_637,0.209
O_514_640,0.195
O_514_644,0.512
O_514_651,0.361
O_514_660,0.302
O_514_662,0.257
O_514_671,0.248
O_514_673,0.402
O_514_676,0.371
O_514_680,0.468
O_514_683,0.49
O_514_687,0.435
O_514_701,0.24
O_514_702,0.424
O_514_711,0.49
O_514_714,0.34
O_514_717,0.302
O_514_718,0.468
O_514_719,0.457
O_514_720,0.217
O_514_722,0.321
O_514_723,0.392
O_514_731,0.24
O_514_738,0.248
O_514_743,0.321
O_514_745,0.49
O_514_751,0.468
O_514_754,0.402
O_514_757,0.49
O_514_766,0.446
O_514_781,0.36
O_514_786,0.202
O_514_789,0.283
O_514_790,0.274
O_514_793,0.34
O_514_794,0.274
O_514_817,0.34
O_514_822,0.424
O_514_824,0.424
O_514_827,0.266
O_514_828,0.512
O_514_829,0.224
O_514_839,0.35
O_514_840,0.381
O_514_843,0.202
O_514_848,0.512
O_514_849,0.257
O_514_850,0.446
O_514_853,0.283
O_521_535,0.525
O_521_536,0.613
O_521_539,0.634
O_521_551,0.624
O_521_561,0.703
O_521_577,0.437
O_521_586,0.787
O_521_592,0.684
O_521_595,0.665
O_521_603,0.537
O_521_606,0.674
O_521_607,0.634
O_521_617,0.739
O_521_636,0.482
O_521_637,0.481
O_521_640,0.459
O_521_644,0.787
O_521_651,0.665
O_521_660,0.603
O_521_662,0.548
O_521_671,0.537
O_521_673,0.703
O_521_676,0.674
O_521_680,0.755
O_521_683,0.772
O_521_687,0.73
O_521_701,0.526
O_521_702,0.721
O_521_711,0.772
O_521_714,0.644
O_521_717,0.603
O_521_718,0.755
O_521_719,0.747
O_521_720,0.493
O_521_722,0.624
O_521_723,0.693
O_521_731,0.526
O_521_738,0.537
O_521_743,0.624
O_521_745,0.772
O_521_751,0.755
O_521_754,0.703
O_521_757,0.772
O_521_766,0.739
O_521_781,0.664
O_521_786,0.471
O_521_789,0.581
O_521_790,0.57
O_521_793,0.644
O_521_794,0.57
O_521_817,0.644
O_521_822,0.721
O_521_824,0.721
O_521_827,0.559
O_521_828,0.787
O_521_829,0.504
O_521_839,0.654
O_521_840,0.684
O_521_843,0.47
O_521_848,0.787
O_521_849,0.548
O_521_850,0.739
O_521_853,0.581
O_535_536,0.594
O_535_539,0.615
O_535_551,0.605
O_535_561,0.686
O_535_577,0.417
O_535_586,0.773
O_535_592,0.666
O_535_595,0.646
O_535_603,0.517
O_535_606,0.656
O_535_607,0.615
O_535_617,0.723
O_535_636,0.462
O_535_637,0.461
O_535_640,0.439
O_535_644,0.773
O_535_651,0.646
O_535_660,0.583
O_535_662,0.528
O_535_671,0.517
O_535_673,0.686
O_535_676,0.656
O_535_680,0.74
O_535_683,0.757
O_535_687,0.714
O_535_701,0.506
O_535_702,0.705
O_535_711,0.757
O_535_714,0.625
O_535_717,0.583
O_535_718,0.74
O_535_719,0.732
O_535_720,0.473
O_535_722,0.605
O_535_723,0.676
O_535_731,0.506
O_535_738,0.517
O_535_743,0.605
O_535_745,0.757
O_535_751,0.74
O_535_754,0.686
O_535_757,0.757
O_535_766,0.723
O_535_781,0.646
O_535_786,0.451
O_535_789,0.562
O_535_790,0.55
O_535_793,0.626
O_535_794,0.55
O_535_817,0.626
O_535_822,0.705
O_535_824,0.705
O_535_827,0.54
O_535_828,0.773
O_535_829,0.484
O_535_839,0.636
O_535_840,0.666
O_535_843,0.45
O_535_848,0.773
O_535_849,0.528
O_535_850,0.723
O_535_853,0.561
O_536_539,0.524
O_536_551,0.513
O_536_561,0.6
O_536_577,0.33
O_536_586,0.701
O_536_592,0.579
O_536_595,0.557
O_536_603,0.424
O_536_606,0.568
O_536_607,0.524
O_536_617,0.642
O_536_636,0.371
O_536_637,0.371
O_536_640,0.35
O_536_644,0.701
O_536_651,0.557
O_536_660,0.491
O_536_662,0.435
O_536_671,0.424
O_536_673,0.6
O_536_676,0.568
O_536_680,0.662
O_536_683,0.682
O_536_687,0.632
O_536_701,0.413
O_536_702,0.621
O_536_711,0.682
O_536_714,0.535
O_536_717,0.491
O_536_718,0.662
O_536_719,0.652
O_536_720,0.381
O_536_722,0.513
O_536_723,0.589
O_536_731,0.413
O_536_738,0.424
O_536_743,0.513
O_536_745,0.682
O_536_751,0.662
O_536_754,0.6
O_536_757,0.682
O_536_766,0.642
O_536_781,0.557
O_536_786,0.361
O_536_789,0.468
O_536_790,0.457
O_536_793,0.535
O_536_794,0.457
O_536_817,0.535
O_536_822,0.621
O_536_824,0.621
O_536_827,0.446
O_536_828,0.701
O_536_829,0.392
O_536_839,0.546
O_536_840,0.578
O_536_843,0.36
O_536_848,0.701
O_536_849,0.435
O_536_850,0.642
O_536_853,0.468
O_539_551,0.491
O_539_561,0.578
O_539_577,0.311
O_539_586,0.682
O_539_592,0.557
O_539_595,0.535
O_539_603,0.403
O_539_606,0.546
O_539_607,0.501
O_539_617,0.621
O_539_636,0.351
O_539_637,0.35
O_539_640,0.33
O_539_644,0.682
O_539_651,0.535
O_539_660,0.468
O_539_662,0.413
O_539_671,0.402
O_539_673,0.579
O_539_676,0.546
O_539_680,0.642
O_539_683,0.662
O_539_687,0.611
O_539_701,0.392
O_539_702,0.6
O_539_711,0.662
O_539_714,0.512
O_539_717,0.468
O_539_718,0.642
O_539_719,0.632
O_539_720,0.361
O_539_722,0.491
O_539_723,0.568
O_539_731,0.392
O_539_738,0.403
O_539_743,0.491
O_539_745,0.662
O_539_751,0.642
O_539_754,0.579
O_539_757,0.662
O_539_766,0.621
O_539_781,0.535
O_539_786,0.34
O_539_789,0.446
O_539_790,0.435
O_539_793,0.513
O_539_794,0.435
O_539_817,0.513
O_539_822,0.6
O_539_824,0.6
O_539_827,0.424
O_539_828,0.682
O_539_829,0.371
O_539_839,0.524
O_539_840,0.557
O_539_843,0.34
O_539_848,0.682
O_539_849,0.413
O_539_850,0.621
O_539_853,0.446
O_551_561,0.588
O_551_577,0.319
O_551_586,0.69
O_551_592,0.567
O_551_595,0.545
O_551_603,0.413
O_551_606,0.556
O_551_607,0.511
O_551_617,0.631
O_551_636,0.36
O_551_637,0.359
O_551_640,0.339
O_551_644,0.69
O_551_651,0.545
O_551_660,0.478
O_551_662,0.423
O_551_671,0.412
O_551_673,0.589
O_551_676,0.556
O_551_680,0.651
O_551_683,0.671
O_551_687,0.62
O_551_701,0.402
O_551_702,0.61
O_551_711,0.671
O_551_714,0.522
O_551_717,0.478
O_551_718,0.651
O_551_719,0.641
O_551_720,0.37
O_551_722,0.501
O_551_723,0.578
O_551_731,0.402
O_551_738,0.412
O_551_743,0.501
O_551_745,0.671
O_551_751,0.651
O_551_754,0.589
O_551_757,0.671
O_551_766,0.631
O_551_781,0.545
O_551_786,0.349
O_551_789,0.456
O_551_790,0.445
O_551_793,0.523
O_551_794,0.445
O_551_817,0.523
O_551_822,0.61
O_551_824,0.61
O_551_827,0.434
O_551_828,0.69
O_551_829,0.38
O_551_839,0.534
O_551_840,0.566
O_551_843,0.349
O_551_848,0.69
O_551_849,0.423
O_551_850,0.631
O_551_853,0.456
O_561_577,0.249
O_561_586,0.612
O_561_592,0.48
O_561_595,0.458
O_561_603,0.332
O_561_606,0.469
O_561_607,0.425
O_561_617,0.547
O_561_636,0.284
O_561_637,0.284
O_561_640,0.266
O_561_644,0.612
O_561_651,0.458
O_561_660,0.393
O_561_662,0.341
O_561_671,0.331
O_561_673,0.503
O_561_676,0.469
O_561_680,0.569
O_561_683,0.59
O_561_687,0.536
O_561_701,0.322
O_561_702,0.525
O_561_711,0.59
O_561_714,0.436
O_561_717,0.393
O_561_718,0.569
O_561_719,0.558
O_561_720,0.293
O_561_722,0.415
O_561_723,0.491
O_561_731,0.322
O_561_738,0.331
O_561_743,0.415
O_561_745,0.59
O_561_751,0.569
O_561_754,0.503
O_561_757,0.59
O_561_766,0.547
O_561_781,0.458
O_561_786,0.275
O_561_789,0.372
O_561_790,0.361
O_561_793,0.436
O_561_794,0.362
O_561_817,0.436
O_561_822,0.525
O_561_824,0.525
O_561_827,0.352
O_561_828,0.612
O_561_829,0.303
O_561_839,0.447
O_561_840,0.48
O_561_843,0.275
O_561_848,0.612
O_561_849,0.341
O_561_850,0.547
O_561_853,0.372
O_577_586,0.829
O_577_592,0.741
O_577_595,0.723
O_577_603,0.605
O_577_606,0.732
O_577_607,0.695
O_577_617,0.788
O_577_636,0.551
O_577_637,0.55
O_577_640,0.528
O_577_644,0.829
O_577_651,0.723
O_577_660,0.667
O_577_662,0.615
O_577_671,0.604
O_577_673,0.757
O_577_676,0.732
O_577_680,0.803
O_577_683,0.817
O_577_687,0.781
O_577_701,0.594
O_577_702,0.773
O_577_711,0.817
O_577_714,0.705
O_577_717,0.667
O_577_718,0.803
O_577_719,0.796
O_577_720,0.561
O_577_722,0.686
O_577_723,0.749
O_577_731,0.594
O_577_738,0.605
O_577_743,0.686
O_577_745,0.817
O_577_751,0.803
O_577_754,0.757
O_577_757,0.817
O_577_766,0.788
O_577_781,0.723
O_577_786,0.539
O_577_789,0.647
O_577_790,0.636
O_577_793,0.705
O_577_794,0.636
O_577_817,0.705
O_577_822,0.773
O_577_824,0.773
O_577_827,0.626
O_577_828,0.829
O_577_829,0.573
O_577_839,0.714
O_577_840,0.74
O_577_843,0.539
O_577_848,0.829
O_577_849,0.615
O_577_850,0.788
O_577_853,0.646
O_586_592,0.37
O_586_595,0.349
O_586_603,0.24
O_586_606,0.359
O_586_607,0.319
O_586_617,0.434
O_586_636,0.201
O_586_637,0.201
O_586_640,0.187
O_586_644,0.5
O_586_651,0.349
O_586_660,0.291
O_586_662,0.248
O_586_671,0.239
O_586_673,0.391
O_586_676,0.359
O_586_680,0.456
O_586_683,0.478
O_586_687,0.423
O_586_701,0.231
O_586_702,0.412
O_586_711,0.478
O_586_714,0.329
O_586_717,0.291
O_586_718,0.456
O_586_719,0.445
O_586_720,0.208
O_586_722,0.31
O_586_723,0.38
O_586_731,0.231
O_586_738,0.239
O_586_743,0.31
O_586_745,0.478
O_586_751,0.456
O_586_754,0.391
O_586_757,0.478
O_586_766,0.434
O_586_781,0.349
O_586_786,0.194
O_586_789,0.273
O_586_790,0.264
O_586_793,0.329
O_586_794,0.264
O_586_817,0.329
O_586_822,0.412
O_586_824,0.412
O_586_827,0.256
O_586_828,0.5
O_586_829,0.216
O_586_839,0.339
O_586_840,0.369
O_586_843,0.194
O_586_848,0.5
O_586_849,0.248
O_586_850,0.434
O_586_853,0.273
O_592_595,0.478
O_592_603,0.35
O_592_606,0.489
O_592_607,0.445
O_592_617,0.567
O_592_636,0.301
O_592_637,0.3
O_592_640,0.282
O_592_644,0.631
O_592_651,0.478
O_592_660,0.412
O_592_662,0.36
O_592_671,0.349
O_592_673,0.523
O_592_676,0.489
O_592_680,0.588
O_592_683,0.61
O_592_687,0.556
O_592_701,0.339
O_592_702,0.545
O_592_711,0.61
O_592_714,0.456
O_592_717,0.412
O_592_718,0.588
O_592_719,0.577
O_592_720,0.31
O_592_722,0.434
O_592_723,0.511
O_592_731,0.339
O_592_738,0.349
O_592_743,0.434
O_592_745,0.61
O_592_751,0.588
O_592_754,0.523
O_592_757,0.61
O_592_766,0.567
O_592_781,0.478
O_592_786,0.291
O_592_789,0.391
O_592_790,0.38
O_592_793,0.456
O_592_794,0.38
O_592_817,0.456
O_592_822,0.545
O_592_824,0.545
O_592_827,0.37
O_592_828,0.631
O_592_829,0.32
O_592_839,0.467
O_592_840,0.5
O_592_843,0.291
O_592_848,0.631
O_592_849,0.36
O_592_850,0.567
O_592_853,0.391
O_595_603,0.37
O_595_606,0.511
O_595_607,0.467
O_595_617,0.588
O_595_636,0.32
O_595_637,0.319
O_595_640,0.3
O_595_644,0.651
O_595_651,0.5
O_595_660,0.434
O_595_662,0.38
O_595_671,0.369
O_595_673,0.545
O_595_676,0.511
O_595_680,0.61
O_595_683,0.631
O_595_687,0.577
O_595_701,0.36
O_595_702,0.567
O_595_711,0.631
O_595_714,0.478
O_595_717,0.434
O_595_718,0.61
O_595_719,0.599
O_595_720,0.329
O_595_722,0.456
O_595_723,0.534
O_595_731,0.36
O_595_738,0.37
O_595_743,0.456
O_595_745,0.631
O_595_751,0.61
O_595_754,0.545
O_595_757,0.631
O_595_766,0.588
O_595_781,0.5
O_595_786,0.31
O_595_789,0.412
O_595_790,0.401
O_595_793,0.478
O_595_794,0.402
O_595_817,0.478
O_595_822,0.567
O_595_824,0.567
O_595_827,0.391
O_595_828,0.651
O_595_829,0.339
O_595_839,0.489
O_595_840,0.522
O_595_843,0.31
O_595_848,0.651
O_595_849,0.38
O_595_850,0.588
O_595_853,0.412
O_603_606,0.641
O_603_607,0.599
O_603_617,0.709
O_603_636,0.445
O_603_637,0.445
O_603_640,0.423
O_603_644,0.761
O_603_651,0.631
O_603_660,0.567
O_603_662,0.512
O_603_671,0.5
O_603_673,0.671
O_603_676,0.641
O_603_680,0.727
O_603_683,0.745
O_603_687,0.7
O_603_701,0.489
O_603_702,0.691
O_603_711,0.745
O_603_714,0.61
O_603_717,0.567
O_603_718,0.727
O_603_719,0.718
O_603_720,0.456
O_603_722,0.589
O_603_723,0.661
O_603_731,0.489
O_603_738,0.5
O_603_743,0.589
O_603_745,0.745
O_603_751,0.727
O_603_754,0.671
O_603_757,0.745
O_603_766,0.709
O_603_781,0.631
O_603_786,0.434
O_603_789,0.545
O_603_790,0.533
O_603_793,0.61
O_603_794,0.534
O_603_817,0.61
O_603_822,0.691
O_603_824,0.691
O_603_827,0.523
O_603_828,0.761
O_603_829,0.467
O_603_839,0.62
O_603_840,0.651
O_603_843,0.434
O_603_848,0.761
O_603_849,0.512
O_603_850,0.709
O_603_853,0.545
O_606_607,0.457
O_606_617,0.579
O_606_636,0.311
O_606_637,0.311
O_606_640,0.292
O_606_644,0.642
O_606_651,0.49
O_606_660,0.424
O_606_662,0.371
O_606_671,0.36
O_606_673,0.535
O_606_676,0.501
O_606_680,0.6
O_606_683,0.621
O_606_687,0.568
O_606_701,0.35
